chr	pos	spec	HepG2	N2a	diff
chr13	85390650	mouse	-1.8568432	0.53218114	-2.3890243399999997
chr13	87962700	mouse	-0.97639275	1.771548	-2.7479407499999997
chr13	107703950	mouse	-0.8977964	1.1532522	-2.0510486
chr14	17636250	mouse	-0.54059094	2.2003288	-2.74091974
chr14	20980950	mouse	-0.6995524	1.6967982	-2.3963506
chr14	20981000	mouse	-0.759328	1.3251061	-2.0844341
chr14	26999500	mouse	-1.6798487	0.69757235	-2.3774210499999997
chr14	30902950	mouse	0.5475407	-1.853879	2.4014197
chr14	31168450	mouse	-1.5148665	0.7118684	-2.2267349
chr14	31769900	mouse	1.2746596	-0.8798114	2.154471
chr14	55582700	mouse	-0.536468	2.2609603	-2.7974283
chr14	65334400	mouse	-0.81792426	1.7847743	-2.60269856
chr14	78844350	mouse	-1.2054815	1.4930729	-2.6985544
chr14	81088950	mouse	-1.5607442	0.5578243	-2.1185685000000003
chr14	85775450	mouse	-0.58267665	1.5165983	-2.09927495
chr14	88479300	mouse	-1.5604199	0.5318432	-2.0922631000000003
chr14	107442600	mouse	-1.636676	0.6124428	-2.2491187999999998
chr15	37013250	mouse	-0.61510146	1.5422403	-2.15734176
chr15	37126400	mouse	-1.0790198	1.016426	-2.0954458000000002
chr15	38552750	mouse	-1.6588907	0.53177625	-2.19066695
chr15	48217300	mouse	-1.1414886	1.289591	-2.4310796
chr15	48316050	mouse	0.68058	-1.3313951	2.0119751
chr15	75673700	mouse	1.2685735	-0.84228945	2.11086295
chr15	83465750	mouse	-0.9292357	1.1291697	-2.0584054
chr15	96477400	mouse	-1.7533507	0.54202944	-2.29538014
chr15	99020250	mouse	-0.76774395	1.7177263	-2.48547025
chr16	3869500	mouse	-1.5668887	0.6245488	-2.1914375
chr16	4516450	mouse	-1.4419379	0.61651886	-2.0584567600000003
chr16	8595100	mouse	-0.5086423	1.5707799	-2.0794221999999998
chr16	11775050	mouse	-0.98678946	1.3342124	-2.32100186
chr16	21723000	mouse	1.512436	-0.50591004	2.01834604
chr16	30829550	mouse	-1.2054218	0.9220773	-2.1274991
chr16	98107300	mouse	-1.586921	0.5221109	-2.1090319
chr16	98107450	mouse	-0.811545	1.9914151	-2.8029601
chr17	13183750	mouse	-0.6412243	2.1681395	-2.8093638
chr17	23857800	mouse	-0.609383	1.8592004	-2.4685834
chr17	24544650	mouse	-1.6560397	0.5011847	-2.1572244
chr17	24544750	mouse	-1.6204369	0.5592428	-2.1796797000000003
chr17	25203900	mouse	-0.66488695	1.9772953	-2.64218225
chr17	26438000	mouse	-0.87666893	1.2664976	-2.14316653
chr17	32416300	mouse	-1.9085553	1.8653193	-3.7738746
chr17	45233800	mouse	-1.3245236	1.2615149	-2.5860385
chr17	72450550	mouse	-1.3171535	0.8898808	-2.2070343
chr17	78918650	mouse	-1.5415426	0.62168324	-2.16322584
chr17	94773050	mouse	1.8663219	-1.2934084	3.1597302999999997
chr18	15020550	mouse	-1.4106638	0.62458956	-2.03525336
chr18	35507400	mouse	-1.419956	1.0058557	-2.4258116999999997
chr18	35507450	mouse	-1.0978683	1.9392549	-3.0371232
chr18	46642900	mouse	1.265483	-1.1837777	2.4492607
chr18	64633350	mouse	-1.0070937	1.345905	-2.3529986999999997
chr18	67132800	mouse	-0.73423576	1.4935533	-2.22778906
chr18	67132850	mouse	-1.0733716	1.2842803	-2.3576519
chr18	72771800	mouse	-1.5991595	0.681954	-2.2811135
chr18	72772550	mouse	-1.4993672	0.70602214	-2.20538934
chr18	72773000	mouse	-1.4149877	0.7252983	-2.1402859999999997
chr18	72773850	mouse	-1.5936795	0.7791679	-2.3728474
chr18	80491150	mouse	-1.0587156	0.9736891	-2.0324047
chr18	84672400	mouse	-1.5542307	0.609635	-2.1638657
chr18	84672450	mouse	-1.7434437	0.9174793	-2.660923
chr18	84672500	mouse	-1.9322848	0.9255346	-2.8578194
chr18	84672550	mouse	-1.768626	1.198497	-2.967123
chr18	84672600	mouse	-1.9565861	0.7328713	-2.6894574
chr18	84672650	mouse	-1.7751012	0.8005228	-2.575624
chr18	84672700	mouse	-1.4673911	0.8983152	-2.3657063
chr18	84672750	mouse	-1.8845234	1.0418553	-2.9263787
chr18	84672850	mouse	-1.5095718	0.76749265	-2.27706445
chr18	84672900	mouse	-1.6127524	0.6890693	-2.3018217
chr18	84672950	mouse	-1.7584648	0.5122305	-2.2706953
chr18	84673000	mouse	-1.7838514	0.9012251	-2.6850765
chr18	88850550	mouse	-0.8344697	1.1908287	-2.0252984
chr19	5992550	mouse	-0.7837665	2.2793777	-3.0631442
chr19	11701450	mouse	-0.59781975	1.5385095	-2.13632925
chr19	22814300	mouse	-0.6222816	1.5516607	-2.1739423
chr19	29642800	mouse	-0.84096324	1.3793288	-2.22029204
chr19	37518350	mouse	-0.63146454	1.3936807	-2.02514524
chr19	52835450	mouse	-1.7527802	0.5857965	-2.3385767
chr19	61195250	mouse	-1.4048488	0.68329537	-2.0881441699999996
chr2	31599150	mouse	-0.9839674	1.1537769	-2.1377443
chr2	66846200	mouse	-1.3860391	0.66378844	-2.04982754
chr2	71873800	mouse	-0.8389666	1.3019037	-2.1408703
chr2	75773500	mouse	2.163627	-0.57781315	2.74144015
chr2	81461550	mouse	-1.3347244	0.88168156	-2.21640596
chr2	97723400	mouse	-1.375345	0.6850729	-2.0604179
chr2	118947200	mouse	-2.2509477	0.5949311	-2.8458788000000004
chr2	119144750	mouse	-0.604408	1.5361792	-2.1405872
chr2	119869300	mouse	-2.1180274	0.5234512	-2.6414786
chr2	125058600	mouse	-1.4881314	0.53982913	-2.02796053
chr2	152111850	mouse	-0.60384965	1.4709857	-2.07483535
chr2	155374400	mouse	-1.7043562	0.8581735	-2.5625297000000002
chr2	164941500	mouse	-0.6568028	1.773221	-2.4300238
chr2	165776850	mouse	-0.96556485	1.9675707	-2.9331355500000003
chr2	165921700	mouse	-1.006717	1.7516257	-2.7583427
chr2	165953200	mouse	-0.6710204	1.5359173	-2.2069377
chr2	166326100	mouse	1.5238092	-0.6541923	2.1780015
chr2	173083050	mouse	-0.78521025	1.3582011	-2.14341135
chr3	54293900	mouse	1.8623523	-1.0088903	2.8712426
chr3	88499350	mouse	-0.977705	1.0661392	-2.0438442
chr3	94331300	mouse	1.8314939	-1.7475078	3.5790017
chr3	100694200	mouse	-1.5717388	0.577373	-2.1491118
chr3	103461050	mouse	-1.0899857	1.311368	-2.4013537
chr3	107353700	mouse	-1.3451517	0.9661592	-2.3113109
chr3	112729600	mouse	-2.9856665	0.78032565	-3.7659921499999998
chr3	115737100	mouse	-0.9671354	1.8991103	-2.8662457
chr3	119782850	mouse	-1.073333	1.1337326	-2.2070656
chr3	122293350	mouse	-1.8290977	0.53614366	-2.3652413599999997
chr3	122311100	mouse	-1.6303306	0.71829426	-2.34862486
chr3	131994500	mouse	1.0183709	-1.0614021	2.0797730000000003
chr3	142881200	mouse	-1.6796162	0.92145705	-2.60107325
chr3	153793200	mouse	0.55796695	-3.126647	3.68461395
chr4	9144650	mouse	-1.8418546	0.89611983	-2.73797443
chr4	43494400	mouse	-1.1677666	1.1376388	-2.3054053999999997
chr4	44056850	mouse	-0.5190921	1.7052354	-2.2243275000000002
chr4	45542850	mouse	-1.0836606	1.2414073	-2.3250679
chr4	46344100	mouse	-2.3058505	0.870188	-3.1760384999999998
chr4	55506400	mouse	-1.5776416	0.51822126	-2.09586286
chr4	63204700	mouse	-0.7038834	1.443463	-2.1473464
chr4	98810050	mouse	-1.4944781	0.5913828	-2.0858609
chr4	108668150	mouse	-1.6486495	0.5346699	-2.1833194000000002
chr4	109202500	mouse	-0.9034904	1.2335523	-2.1370427
chr4	119503200	mouse	-1.0806644	1.346042	-2.4267064
chr4	121211000	mouse	-0.5108857	1.994244	-2.5051297
chr4	123687050	mouse	-1.5464325	2.0115469	-3.5579794
chr4	124940800	mouse	-1.3865014	0.7793561	-2.1658575
chr4	134123000	mouse	-1.4437425	0.9004495	-2.344192
chr4	135417050	mouse	-0.50631326	3.039754	-3.54606726
chr4	137669600	mouse	-1.0632734	1.0076886	-2.0709619999999997
chr4	143377350	mouse	2.392682	-0.64162815	3.03431015
chr4	154635650	mouse	-1.7369225	0.53099823	-2.26792073
chr5	14825450	mouse	-1.2875534	2.2517216	-3.539275
chr5	38406800	mouse	-1.4799609	0.82412684	-2.30408774
chr5	65309300	mouse	-0.71849465	1.4035192	-2.12201385
chr5	72150450	mouse	-1.5943791	0.54375625	-2.13813535
chr5	102214600	mouse	-1.516071	0.6432253	-2.1592963
chr5	109936900	mouse	-0.78049755	1.223445	-2.0039425499999997
chr5	115267650	mouse	-0.82678246	1.9326776	-2.7594600600000003
chr5	117619400	mouse	-1.0567814	1.5782696	-2.635051
chr5	123618500	mouse	-1.9595978	0.75856876	-2.7181665600000002
chr5	133751450	mouse	-1.0621765	1.150232	-2.2124085
chr5	137162300	mouse	-3.9650722	0.5318943	-4.4969665
chr5	149739000	mouse	-1.557278	0.69773257	-2.25501057
chr5	151403250	mouse	-1.3033439	0.6970937	-2.0004376
chr5_JH584299_random	36250	mouse	1.5372868	-1.0155936	2.5528804000000003
chr6	17681800	mouse	-1.1573797	0.844581	-2.0019606999999997
chr6	30115650	mouse	2.0249496	-0.5143379	2.5392875
chr6	32110350	mouse	-3.177486	0.6339385	-3.8114245
chr6	42417600	mouse	-0.6586969	1.6566118	-2.3153087
chr6	47032850	mouse	-1.59254	2.4604506	-4.0529906
chr6	51449850	mouse	-0.84262073	2.0144894	-2.85711013
chr6	52107350	mouse	1.8382292	-0.931772	2.7700012000000003
chr6	70796200	mouse	-1.2818323	1.6097945	-2.8916268
chr6	78929400	mouse	-2.5023685	0.8129548	-3.3153233
chr6	89879150	mouse	-1.780674	1.333701	-3.114375
chr6	89879200	mouse	-1.4493539	1.6822354	-3.1315893
chr6	90736500	mouse	-2.4160595	1.712112	-4.1281715
chr6	100074350	mouse	-1.045838	1.0544547	-2.1002927
chr6	136851450	mouse	-1.4122925	0.62496006	-2.0372525599999998
chr6	136851750	mouse	-1.647117	0.5371889	-2.1843059
chr6	136851900	mouse	-1.3859639	0.64150745	-2.02747135
chr6	137159300	mouse	-0.68774974	2.2461367	-2.93388644
chr6	147894850	mouse	-1.1972837	0.8169799	-2.0142636
chr7	24382600	mouse	-1.3717993	1.3076562	-2.6794555
chr7	27304550	mouse	-0.5832809	1.7572876	-2.3405685
chr7	27327300	mouse	-1.1278534	0.9430808	-2.0709342
chr7	28736550	mouse	-0.54934424	2.0548751	-2.6042193399999998
chr7	28967300	mouse	-0.89597607	1.1068988	-2.00287487
chr7	30328700	mouse	-1.4412024	1.5220072	-2.9632096
chr7	30765300	mouse	-1.5254422	0.5575063	-2.0829485
chr7	37541750	mouse	-1.6074704	0.5436963	-2.1511667
chr7	41589750	mouse	-0.5297356	1.5229056	-2.0526412
chr7	58627800	mouse	-0.6453893	1.3934096	-2.0387989
chr7	82525500	mouse	-1.8574297	0.55756	-2.4149897
chr7	99122250	mouse	-0.7197863	1.4002498	-2.1200361
chr7	105560750	mouse	-0.9633535	1.1922996	-2.1556531
chr7	113090200	mouse	-1.4305577	0.92425144	-2.35480914
chr7	113848000	mouse	1.3577632	-0.6663352	2.0240983999999997
chr7	114165050	mouse	-1.6290392	0.5599637	-2.1890029
chr7	121915350	mouse	-1.5341011	0.60116184	-2.13526294
chr7	127266800	mouse	-0.6902882	2.3685217	-3.0588099
chr7	127619900	mouse	-1.7649143	0.5082064	-2.2731206999999998
chr7	128727650	mouse	-1.0164512	1.7881976	-2.8046488
chr7	129646900	mouse	-1.246013	0.8961222	-2.1421352000000002
chr7	133753750	mouse	-0.513309	2.7932863	-3.3065953
chr7	137558550	mouse	-1.3031416	0.74895406	-2.05209566
chr7	138899550	mouse	-0.6269047	1.5624484	-2.1893531
chr7	143460150	mouse	-0.7826357	1.5805795	-2.3632152
chr8	12519700	mouse	-1.6587248	0.7681042	-2.426829
chr8	12519750	mouse	-1.3374591	0.98259676	-2.32005586
chr8	24456500	mouse	0.61341226	-2.6287146	3.24212686
chr8	43126850	mouse	-1.3307629	0.7203064	-2.0510693
chr8	43126900	mouse	-0.6791694	1.8143175	-2.4934869
chr8	67793950	mouse	-1.481643	0.5196407	-2.0012837
chr8	70160750	mouse	-0.7016845	1.5155421	-2.2172266
chr8	72332600	mouse	-1.2184747	0.9074644	-2.1259391
chr8	72453450	mouse	-0.8333821	2.124706	-2.9580881000000003
chr8	95889300	mouse	1.1725574	-0.8527893	2.0253467
chr8	104870750	mouse	-0.60364133	1.400651	-2.00429233
chr8	106136650	mouse	-1.6942844	0.5418285	-2.2361129
chr8	120891400	mouse	1.3058965	-1.138623	2.4445195
chr8	122204600	mouse	-0.5132969	1.7886457	-2.3019426
chr8	124881550	mouse	-0.7327533	1.3387704	-2.0715237
chr9	15019700	mouse	0.5488547	-2.0785012	2.6273559
chr9	16540850	mouse	1.6283591	-0.6702962	2.2986553
chr9	28517800	mouse	-1.1798449	0.9439534	-2.1237983
chr9	46010400	mouse	-1.4896557	0.55032504	-2.03998074
chr9	46056950	mouse	-1.5198716	0.50200963	-2.02188123
chr9	46979650	mouse	-0.513338	1.8669097	-2.3802477
chr9	49062750	mouse	1.44543	-0.6175448	2.0629748
chr9	52036100	mouse	-1.6549584	0.6990409	-2.3539993
chr9	61943050	mouse	-0.5634166	1.9850779	-2.5484945000000003
chr9	61962150	mouse	-0.5384532	1.4663349	-2.0047881
chr9	69441700	mouse	1.5747476	-0.6513002	2.2260478
chr9	69880550	mouse	-1.0875404	1.0287882	-2.1163286
chr9	78623950	mouse	-1.1668508	2.1617146	-3.3285653999999996
chr9	86792400	mouse	-1.4285529	0.6979263	-2.1264792
chr9	88405500	mouse	-1.1326768	2.3057747	-3.4384515
chr9	98594350	mouse	1.8495461	-0.74878395	2.59833005
chr9	99793950	mouse	-1.1036088	1.919412	-3.0230208
chr9	102325300	mouse	-0.6141616	2.540102	-3.1542636
chr9	103499100	mouse	-1.2748601	0.7549397	-2.0297998
chr9	109864400	mouse	-1.3257108	0.7292237	-2.0549345
chr9	114113450	mouse	-0.5962646	1.676692	-2.2729566
chr9	117822100	mouse	-1.5148107	0.60393167	-2.11874237
chr9	118358400	mouse	-0.876968	1.2272111	-2.1041791
chrUn_GL456396	11700	mouse	-5.359757	0.67130685	-6.03106385
chrUn_GL456396	11750	mouse	-5.359757	0.67130685	-6.03106385
chrX	37175750	mouse	-1.4598639	0.57453525	-2.03439915
chrX	72270700	mouse	-1.7149744	0.53062713	-2.24560153
chrX	83486950	mouse	-1.0598295	0.9448323	-2.0046618
chrX	93149050	mouse	-1.1376531	0.9985225	-2.1361756
chrX	94459050	mouse	-0.7944428	2.1639473	-2.9583901
chrX	106004550	mouse	-0.5613013	1.4630357	-2.024337
chrX	111137050	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137100	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137150	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137200	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137250	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137300	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137350	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137400	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137450	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137500	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137550	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137600	mouse	-5.359757	0.67130685	-6.03106385
chrX	111137650	mouse	-5.359757	0.67130685	-6.03106385
chrX	154800550	mouse	1.4372321	-0.6166632	2.0538952999999998
chrX	166469200	mouse	-1.1567599	1.0269561	-2.183716
chrY	9299450	mouse	1.7314159	-0.6358646	2.3672805
chrY	11709950	mouse	1.5079113	-0.5220288	2.0299401
chrY	13944100	mouse	2.41565	-0.6518866	3.0675366
chrY	18656850	mouse	1.6659399	-0.57699156	2.24293146
chrY	18775600	mouse	1.617661	-0.83465695	2.45231795
chrY	26461300	mouse	1.032731	-0.99615264	2.02888364
chrY	34019400	mouse	-0.9207736	1.0995314	-2.020305
chrY	50250950	mouse	2.9016256	-0.60327554	3.5049011400000003
chrY	55365950	mouse	1.4394312	-0.6891675	2.1285987
chrY	55825100	mouse	1.5654048	-0.75285983	2.31826463
chrY	75348250	mouse	1.5654048	-0.75285983	2.31826463
chrY	81902700	mouse	1.5654048	-0.75285983	2.31826463
chrY	56158300	mouse	1.3981354	-0.7119311	2.1100665
chrY	57339500	mouse	1.6876155	-0.8405926	2.5282081
chrY	62870650	mouse	1.6934583	-0.7108207	2.404279
chrY	64626900	mouse	1.388829	-0.7216488	2.1104778
chrY	66547050	mouse	2.485185	-0.63141143	3.11659643
chrY	69793850	mouse	1.9151148	-0.610337	2.5254518
chrY	71112900	mouse	1.3332514	-0.69029486	2.02354626
chrY	75867950	mouse	2.4573781	-0.738415	3.1957931000000004
chrY	76382100	mouse	1.2972393	-0.799824	2.0970633
chrY	77635700	mouse	2.003011	-0.60054636	2.60355736
chrY	78352550	mouse	1.7045629	-0.664049	2.3686119
chrY	79472000	mouse	1.6931844	-0.57208633	2.26527073
chrY	79765400	mouse	1.879105	-0.5962342	2.4753392
chrY	80563650	mouse	1.3944867	-0.7107961	2.1052828000000003
chrY	88688400	mouse	1.3944867	-0.7107961	2.1052828000000003
chrY	87269100	mouse	2.0968256	-0.54558265	2.64240825
